car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,registered_city,registered_state,is_hot,make,model,total_owners,broker_quote,original_price,car_rating,ad_created_on,booking_down_pymnt,reserved,warranty_avail
maruti alto,2009,petrol,70458,147699,mumbai,1602,hatchback,manual,lxi,pune,maharashtra,True,maruti,alto,2,123235,,good,2021-03-22T06:44:35.748,22155,False,False
toyota corolla altis,2011,diesel,78074,422599,mumbai,1783,luxury sedan,manual,d 4d g,navi mumbai,maharashtra,True,toyota,corolla altis,2,380089,,great,2021-03-17T11:32:47.248,63390,False,False
maruti swift dzire,2013,diesel,75476,456299,mumbai,617,sedan,manual,vdi bs iv,mumbai,maharashtra,True,maruti,swift dzire,1,431488,531144.0,great,2020-07-19T14:54:21.1,68445,False,True
maruti swift,2008,diesel,72604,234799,mumbai,1945,hatchback,manual,vdi,pune,maharashtra,True,maruti,swift,1,214363,,great,2021-02-08T06:55:17.908,35220,False,False
toyota yaris,2018,petrol,26989,808199,mumbai,1975,sedan,,j cvt,navi mumbai,maharashtra,True,toyota,yaris,1,854162,947270.0,great,2020-12-18T15:00:01.421,121230,False,False
maruti wagon r 1.0,2010,petrol,81341,243699,mumbai,342,hatchback,manual,vxi,mumbai west,maharashtra,True,maruti,wagon r 1.0,2,224190,243799.0,great,2021-02-19T09:18:02.356,36555,False,False
honda brio,2014,petrol,70915,333899,mumbai,522,hatchback,manual,1.2 vx mt i vtec,navimumbai,maharashtra,True,honda,brio,1,341432,390912.0,great,2020-12-19T06:41:11.445,50085,False,False
tata nexon,2019,diesel,17745,827999,mumbai,3572,suv,,xma 1.5,thane,maharashtra,True,tata,nexon ,1,868442,869942.0,great,2021-03-21T07:49:32.107,124200,False,False
maruti alto 800,2012,petrol,70050,233699,mumbai,369,hatchback,manual,lxi,panvel,maharashtra,True,maruti,alto 800,1,210408,233799.0,great,2021-02-24T13:55:11.806,35055,False,False
maruti vitara brezza,2018,diesel,30301,923699,mumbai,569,suv,,zdi+ dual tone amt,thane,maharashtra,True,maruti,vitara brezza,2,980780,982280.0,great,2021-03-01T14:09:11.719,138555,False,False
maruti ciaz,2018,petrol,30699,875399,mumbai,1324,sedan,automatic,zeta 1.4 vvt amt,mumbai east,maharashtra,True,maruti,ciaz,1,842975,,great,2021-03-16T11:30:17.342,131310,False,False
maruti wagon r 1.0,2012,petrol & cng,101287,271899,mumbai,1064,hatchback,manual,lxi cng,thane,maharashtra,True,maruti,wagon r 1.0,1,237720,,great,2021-03-25T06:00:29.334,40785,False,False
maruti baleno,2017,diesel,43828,606699,mumbai,1333,hatchback,manual,alpha ddis 190,nashik,maharashtra,True,maruti,baleno,2,615187,616687.0,great,2021-03-21T11:56:30.918,91005,False,False
datsun redi go,2017,petrol,57289,261999,mumbai,840,hatchback,manual,t (o),vasai,maharashtra,True,datsun,redi go,1,238846,,great,2021-03-09T19:40:24.23,39300,False,False
hyundai verna,2012,petrol,102433,421799,mumbai,676,sedan,manual,fluidic 1.6 ex vtvt,mumbai,maharashtra,True,hyundai,verna,1,408600,,great,2021-03-20T12:30:43.737,63270,False,False
honda city,2011,petrol,88596,334999,mumbai,996,sedan,manual,v mt petrol,mumbai,maharashtra,True,honda,city,2,317062,335099.0,great,2021-02-23T13:16:26.203,50250,False,False
maruti vitara brezza,2018,diesel,37344,878899,mumbai,1672,suv,automatic,zdi amt,mumbai,maharashtra,True,maruti,vitara brezza,1,909517,878999.0,great,2021-02-04T12:54:49.69,131835,False,False
tata hexa,2017,diesel,30705,1311988,mumbai,839,suv,automatic,varicor 400 xta,pune,maharashtra,True,tata,hexa,1,1362258,1363758.0,great,2021-03-14T12:41:30.639,196799,False,False
maruti swift dzire,2013,diesel,74265,464499,mumbai,523,sedan,manual,vdi bs iv,nalasopara,maharashtra,True,maruti,swift dzire,1,450000,508200.0,great,2021-01-08T11:14:05.801,69675,False,False
hyundai i20,2012,petrol,105992,316299,mumbai,826,hatchback,manual,sportz 1.2 vtvt,mumbai west,maharashtra,True,hyundai,i20,1,294000,,great,2021-01-30T12:23:59.191,47445,False,False
maruti swift dzire,2008,petrol,122440,199799,mumbai,5882,sedan,manual,vxi 1.3,panvel,maharashtra,True,maruti,swift dzire,2,161315,,good,2021-02-23T14:50:10.525,29970,False,False
maruti celerio,2017,petrol,64132,432699,mumbai,601,hatchback,automatic,zxi abs amt,mumbai west,maharashtra,True,maruti,celerio,1,403522,,great,2021-03-20T07:19:27.2,64905,False,False
hyundai i20,2014,diesel,71057,469899,mumbai,1040,hatchback,manual,sportz 1.4 crdi,pune,maharashtra,True,hyundai,i20,1,423360,469999.0,great,2021-04-14T11:30:19.21,70485,False,False
maruti swift dzire,2010,diesel,197455,277099,mumbai,330,sedan,manual,vdi bs iv,pen,maharashtra,True,maruti,swift dzire,1,263767,278799.0,great,2021-02-27T08:22:54.16,41565,False,False
maruti swift dzire,2011,diesel,105059,299299,mumbai,1550,sedan,manual,vdi bs iv,panvel,maharashtra,True,maruti,swift dzire,2,284943,328773.0,great,2021-01-12T06:49:59.957,44895,False,False
hyundai verna,2011,diesel,129017,384299,mumbai,2137,sedan,manual,fluidic 1.6 sx crdi opt,mumbai east,maharashtra,True,hyundai,verna,1,378307,431477.0,great,2020-12-27T06:53:18.99,57645,False,False
maruti swift dzire,2014,diesel,87333,514799,mumbai,401,sedan,manual,vdi bs iv,mumbai,maharashtra,True,maruti,swift dzire,1,514802,516302.0,great,2021-03-06T10:55:25.315,77220,False,False
maruti baleno,2017,petrol,56095,533599,mumbai,557,hatchback,manual,delta 1.2 k12,mumbai,maharashtra,True,maruti,baleno,1,538982,533799.0,great,2021-02-22T06:32:18.065,80040,False,False
hyundai creta,2016,petrol,22041,1025956,mumbai,1053,suv,automatic,1.6 sx plus auto petrol,mumbai west,maharashtra,True,hyundai,creta,1,1074794,1076294.0,great,2021-03-23T09:18:53.126,153894,False,False
maruti ciaz,2014,petrol,69308,473699,mumbai,2788,sedan,manual,vxi,mumbai east,maharashtra,True,maruti,ciaz,1,454791,475299.0,great,2021-01-28T12:26:44.325,71055,False,False
hyundai i10,2011,petrol,120090,207499,mumbai,971,hatchback,manual,magna 1.2 kappa2,thane,maharashtra,True,hyundai,i10,1,195131,207599.0,great,2021-01-31T09:44:38.131,31125,False,False
maruti swift,2009,petrol,95741,232599,mumbai,851,hatchback,manual,vxi,panvel,maharashtra,True,maruti,swift,2,185483,,good,2021-03-14T08:11:10.002,34890,False,False
maruti swift dzire,2017,diesel,62638,660599,mumbai,2066,sedan,automatic,zdi amt,panvel,maharashtra,True,maruti,swift dzire,2,665000,666500.0,great,2021-02-24T09:39:21.698,99090,False,False
maruti baleno,2015,petrol,83792,525199,mumbai,614,hatchback,manual,alpha 1.2 k12,panvel,maharashtra,True,maruti,baleno,1,491000,,great,2021-03-16T12:55:12.216,78780,False,False
skoda superb,2016,petrol,37870,1403494,mumbai,2834,luxury sedan,automatic,1.8 tsi style at,navi mumbai,maharashtra,True,skoda,superb,1,1449876,1403696.0,great,2021-01-01T09:57:06.202,210525,False,False
toyota etios,2011,petrol,107845,285999,mumbai,859,sedan,manual,g,mumbai,maharashtra,True,toyota,etios,1,285294,286099.0,great,2021-02-16T16:26:36.547,42900,False,False
mahindra xuv500,2015,diesel,93753,758099,mumbai,1502,luxury suv,manual,w8 fwd,mumbai,maharashtra,True,mahindra,xuv500,1,779272,758199.0,great,2021-02-03T07:55:53.266,113715,False,False
maruti baleno,2016,petrol,62591,519499,mumbai,886,hatchback,manual,delta 1.2 k12,vasai,maharashtra,True,maruti,baleno,2,484126,,great,2021-03-15T12:48:37.539,77925,False,False
mahindra xuv500,2018,diesel,59502,1596606,mumbai,4884,luxury suv,,w11 at,mumbai east,maharashtra,True,mahindra,xuv500,1,1651512,1596707.0,great,2021-02-18T09:09:55.96,239491,False,False
hyundai elite i20,2015,petrol,116206,422999,mumbai,919,hatchback,manual,sportz 1.2,mumbai,maharashtra,True,hyundai,elite i20,1,411924,423199.0,great,2021-02-22T12:35:07.491,63450,False,False
hyundai i10,2012,petrol,69848,342699,mumbai,811,hatchback,automatic,sportz 1.2 at kappa2,thane,maharashtra,True,hyundai,i10,1,342000,391540.0,good,2020-12-15T16:00:00.854,51405,False,False
toyota etios,2012,diesel,91003,370999,mumbai,1112,sedan,manual,vd,mumbai,maharashtra,True,toyota,etios,2,360162,371099.0,great,2021-02-20T15:09:47.074,55650,False,False
maruti swift,2012,diesel,91857,379999,mumbai,841,hatchback,manual,vdi,nagpur,maharashtra,True,maruti,swift,1,381742,380099.0,great,2021-02-13T16:29:17.324,57000,False,False
skoda superb,2016,diesel,45828,1917988,mumbai,2560,luxury sedan,automatic,2.0 tdi cr lk at,mumbai,maharashtra,True,skoda,superb,1,1985125,1918089.0,great,2021-02-08T16:23:54.943,287699,False,False
maruti vitara brezza,2016,diesel,64886,617399,mumbai,1216,suv,manual,ldi,panvel,maharashtra,True,maruti,vitara brezza,1,607500,642199.0,great,2021-02-26T08:04:24.551,92610,False,False
maruti swift,2011,diesel,100554,323799,mumbai,1283,hatchback,manual,vdi,mumbai west,maharashtra,True,maruti,swift,1,321000,368440.0,great,2020-12-04T12:30:04.168,48570,False,False
maruti baleno,2016,diesel,81293,660299,mumbai,553,hatchback,manual,alpha ddis 190,pen,maharashtra,True,maruti,baleno,1,642418,,great,2021-03-25T06:50:07.603,99045,False,False
maruti swift dzire,2012,diesel,102656,421599,mumbai,492,sedan,manual,zdi,mumbai,maharashtra,True,maruti,swift dzire,2,421850,423350.0,great,2021-03-20T07:03:12.017,63240,False,False
hyundai i20,2011,diesel,105125,303799,mumbai,2363,hatchback,manual,asta 1.4 crdi,mumbai east,maharashtra,True,hyundai,i20,2,283000,,great,2021-01-12T08:12:12.655,45570,False,False
renault duster,2014,diesel,86253,521299,mumbai,835,suv,manual,85 ps rxe,panvel,maharashtra,True,renault,duster,2,474001,,great,2021-02-24T13:18:37.62,78195,False,False
maruti alto,2010,petrol,112961,142599,mumbai,2490,hatchback,manual,lxi,thane,maharashtra,True,maruti,alto,1,129665,142699.0,good,2021-02-14T06:35:19.45,21390,False,False
maruti wagon r 1.0,2010,petrol,93112,212899,mumbai,545,hatchback,manual,vxi,mumbai,maharashtra,True,maruti,wagon r 1.0,1,193000,224850.0,great,2020-12-13T10:00:01.069,31935,False,False
maruti wagon r 1.0,2010,petrol,102987,262299,mumbai,209,hatchback,manual,vxi,pen,maharashtra,True,maruti,wagon r 1.0,1,224169,,good,2021-03-25T07:58:06.47,39345,False,False
renault duster,2012,diesel,96911,425199,mumbai,1073,suv,manual,85 ps rxl,mumbai west,maharashtra,True,renault,duster,1,413624,,great,2021-03-01T13:01:02.805,63780,False,False
maruti wagon r 1.0,2014,petrol & cng,88615,346499,mumbai,573,hatchback,manual,lxi cng,mumbai west,maharashtra,True,maruti,wagon r 1.0,1,300265,,great,2021-03-18T10:30:15.136,51975,False,False
hyundai i20,2013,diesel,101287,355999,mumbai,1020,hatchback,manual,sportz 1.4 crdi,mumbai west,maharashtra,True,hyundai,i20,2,361281,356099.0,great,2021-01-29T13:31:14.366,53400,False,False
maruti ritz,2013,diesel,95810,306699,mumbai,1180,hatchback,manual,zdi,thane,maharashtra,True,maruti,ritz,2,324000,325500.0,great,2021-03-09T08:53:09.521,46005,False,False
toyota corolla altis,2015,petrol,50867,919899,mumbai,1663,luxury sedan,automatic,vl at,mumbai,maharashtra,True,toyota,corolla altis,2,956531,920099.0,great,2021-02-24T08:03:55.387,137985,False,False
maruti wagon r 1.0,2014,petrol & cng,96335,283599,mumbai,2087,hatchback,manual,lxi cng,nerul,maharashtra,True,maruti,wagon r 1.0,2,282232,283699.0,great,2021-02-13T10:38:17.705,42540,False,False
mahindra xuv500,2015,diesel,86203,790699,mumbai,3528,luxury suv,manual,w8 fwd,panvel,maharashtra,True,mahindra,xuv500,1,810989,812489.0,great,2021-02-22T13:26:31.865,118605,False,False
maruti wagon r 1.0,2015,petrol & cng,106944,310399,mumbai,1064,hatchback,manual,lxi cng,mumbai,maharashtra,True,maruti,wagon r 1.0,1,296241,310499.0,great,2021-02-11T08:24:26.286,46560,False,False
toyota innova,2010,diesel,135985,529399,mumbai,2008,suv,manual,2.5 v 7str,mumbai,maharashtra,True,toyota,innova,2,515577,,great,2021-02-28T09:15:14.603,79410,False,False
honda city,2015,petrol,96336,603299,mumbai,545,sedan,manual,vx mt petrol,mumbai west,maharashtra,True,honda,city,1,612344,613844.0,great,2021-03-20T09:36:54.301,90495,False,False
mahindra xuv500,2014,diesel,84226,681699,mumbai,1967,luxury suv,manual,w8 fwd,mumbai west,maharashtra,True,mahindra,xuv500,1,706060,681799.0,great,2021-01-09T14:07:44.655,102255,False,False
maruti swift dzire,2010,diesel,148367,295999,mumbai,2046,sedan,manual,vdi,pen,maharashtra,True,maruti,swift dzire,1,270000,,great,2021-02-28T16:10:41.618,44400,False,False
maruti swift,2009,diesel,163408,256799,mumbai,1317,hatchback,manual,vdi,vashi,maharashtra,True,maruti,swift,1,266315,256899.0,great,2021-01-03T06:41:54.251,38520,False,False
maruti wagon r 1.0,2010,petrol,210074,199299,mumbai,1996,hatchback,manual,lxi,pune,maharashtra,True,maruti,wagon r 1.0,1,178922,,good,2021-02-20T15:12:10.224,29895,False,False
honda city,2009,petrol,110210,239799,mumbai,1372,sedan,manual,s mt petrol,mumbai,maharashtra,True,honda,city,3,199304,,good,2021-03-21T13:43:33.413,35970,False,False
maruti ritz,2011,diesel,143702,219399,mumbai,844,hatchback,manual,ldi,navi mumbai,maharashtra,True,maruti,ritz,2,201289,,great,2021-03-07T08:22:35.814,32910,False,False
mercedes benz c class,2014,diesel,83460,1308049,mumbai,5198,luxury sedan,automatic,c220 cdi grand edition,navi mumbai,maharashtra,True,mercedes benz,c class,1,1325047,1324512.0,great,2021-02-27T08:32:45.85,196208,False,False
toyota corolla altis,2016,petrol,90509,974999,mumbai,1767,luxury sedan,automatic,vl at,mumbai,maharashtra,True,toyota,corolla altis,1,1009957,975199.0,great,2021-02-10T14:42:04.679,146250,False,False
maruti swift,2013,diesel,128399,373999,mumbai,763,hatchback,manual,vdi,panvel,maharashtra,True,maruti,swift,1,374000,426740.0,great,2020-12-13T10:30:03.287,56100,False,False
maruti ertiga,2013,diesel,156564,548999,mumbai,1538,suv,manual,zdi,pen,maharashtra,True,maruti,ertiga,1,552326,549099.0,great,2021-02-25T06:06:46.165,82350,False,False
renault duster,2013,diesel,118398,436599,mumbai,770,suv,manual,85 ps rxl,thane,maharashtra,True,renault,duster,1,405200,436699.0,great,2021-01-13T05:36:41.38,65490,False,False
honda amaze,2013,diesel,116584,306599,mumbai,1049,sedan,manual,1.5 smt i dtec,mumbai,maharashtra,True,honda,amaze,1,298199,306699.0,great,2021-01-11T11:45:01.744,45990,False,False
maruti wagon r 1.0,2013,petrol & cng,89130,275799,mumbai,840,hatchback,manual,lxi,thane,maharashtra,True,maruti,wagon r 1.0,1,252000,280499.0,good,2021-01-16T10:45:22.428,41370,True,False
ford ecosport,2014,diesel,102818,514599,mumbai,1478,suv,manual,1.5 titaniumtdci opt,mumbai west,maharashtra,True,ford,ecosport,1,490005,525499.0,great,2021-03-01T12:41:12.216,77190,False,False
ford ecosport,2014,diesel,145347,454199,mumbai,914,suv,manual,1.5 ambiente tdci,mumbai east,maharashtra,True,ford,ecosport,2,427365,,great,2021-03-10T13:00:02.928,68130,False,False
maruti swift dzire,2013,petrol,169893,399899,mumbai,363,sedan,manual,vxi 1.2 bs iv,navi mumbai,maharashtra,True,maruti,swift dzire,1,365375,,great,2021-03-19T06:42:30.518,59985,False,False
honda amaze,2015,petrol,162610,344099,mumbai,1018,sedan,manual,1.2 exmt i vtec,vasai,maharashtra,True,honda,amaze,1,332000,344199.0,great,2021-02-20T10:30:38.572,51615,False,False
honda amaze,2013,diesel,198155,304299,mumbai,1419,sedan,manual,1.5 vxmt i dtec,mumbai,maharashtra,True,honda,amaze,1,307892,304399.0,great,2021-01-10T12:12:14.411,45645,False,False
maruti ciaz,2016,diesel,141441,553999,mumbai,918,sedan,manual,vdi+ shvs,mumbai,maharashtra,True,maruti,ciaz,1,513136,554099.0,great,2021-02-06T15:47:02.509,83100,False,False
maruti swift,2011,diesel,156138,360699,mumbai,1162,hatchback,manual,vdi,panvel,maharashtra,True,maruti,swift,1,313325,,great,2021-02-17T11:31:35.089,54105,False,False
maruti sx4,2009,petrol,119625,203399,mumbai,1007,sedan,manual,vxi,mumbai east,maharashtra,True,maruti,sx4,2,172337,,good,2021-03-04T09:15:46.195,30510,False,False
toyota fortuner,2012,diesel,172356,1019189,mumbai,4037,luxury suv,automatic,3.0 at 4x2,mumbai west,maharashtra,True,toyota,fortuner,3,1057490,1019290.0,great,2021-01-10T12:05:59.712,152879,False,False
toyota innova,2008,diesel,270002,383499,mumbai,3246,suv,,2.5 g3 8 str,thane,maharashtra,True,toyota,innova,1,361660,383599.0,great,2021-02-24T05:56:46.622,57525,False,False
maruti swift,2014,diesel,143871,429499,mumbai,977,hatchback,manual,zdi,thane,maharashtra,True,maruti,swift,1,441556,429599.0,great,2021-02-05T06:18:30.428,64425,False,False
renault duster,2013,diesel,228190,388899,mumbai,1899,suv,manual,rxz diesel 110,mumbai east,maharashtra,True,renault,duster,1,385003,388999.0,great,2021-02-13T16:14:34.41,58335,False,False
toyota innova,2014,diesel,121994,967899,mumbai,1170,suv,manual,2.5 vx 8 str bs iv,thane (w),maharashtra,True,toyota,innova,1,999372,967999.0,great,2021-02-03T07:46:45.905,145185,False,False
tata tigor,2018,petrol,16715,574599,mumbai,3091,sedan,manual,revotron xt,mira road,maharashtra,True,tata,tigor,1,596250,597750.0,great,2021-03-01T13:22:00.914,86190,False,False
hyundai verna,2012,petrol,27642,337399,mumbai,12433,sedan,manual,fluidic 1.6 sx vtvt,ulhasnagar,maharashtra,True,hyundai,verna,1,334000,338999.0,great,2020-12-15T12:30:00.9,50610,False,False
toyota corolla altis,2008,petrol,38192,239699,mumbai,6801,luxury sedan,,1.8 g,mumbai,maharashtra,True,toyota,corolla altis,3,205226,,good,2021-03-20T09:41:55.199,35955,False,False
maruti alto,2012,petrol & cng,26760,180999,mumbai,4566,hatchback,manual,lxi cng,navi mumbai,maharashtra,True,maruti,alto,1,158121,,good,2021-03-24T18:21:37.707,27150,False,False
maruti celerio,2014,petrol,22957,358499,mumbai,3222,hatchback,manual,vxi,nalasopara,maharashtra,True,maruti,celerio,1,349991,,great,2021-02-27T18:59:01.613,53775,False,False
maruti swift dzire,2013,diesel,53675,494199,mumbai,1194,sedan,manual,vdi bs iv,mumbai,maharashtra,True,maruti,swift dzire,1,476272,,great,2021-03-30T09:41:24.457,74130,False,False
maruti ritz,2010,petrol,27565,194199,mumbai,3145,hatchback,manual,vxi bs iv,ulhasnagar,maharashtra,True,maruti,ritz,3,181764,,great,2021-03-26T06:49:10.529,29130,False,False
maruti wagon r 1.0,2014,petrol,32498,281499,mumbai,2144,hatchback,manual,vxi,thane,maharashtra,True,maruti,wagon r 1.0,2,274400,281599.0,great,2020-12-31T08:18:50.277,42225,False,False
honda amaze,2014,petrol,24048,456599,mumbai,604,sedan,manual,1.2 smt i vtec,mumbai,maharashtra,True,honda,amaze,1,439875,,great,2021-04-05T12:37:47.824,68490,False,False
maruti celerio,2014,petrol,15206,372399,mumbai,428,hatchback,manual,vxi,mumbai east,maharashtra,True,maruti,celerio,1,361708,377299.0,great,2021-03-28T12:00:20.583,55860,False,False
hyundai elite i20,2017,petrol,16723,612599,mumbai,1832,hatchback,manual,sportz 1.2,mumbai,maharashtra,True,hyundai,elite i20,1,626736,628236.0,great,2021-03-14T12:26:36.328,91890,False,False
tata nano,2015,petrol,14562,182499,mumbai,3474,hatchback,automatic,twist xta,mumbai,maharashtra,True,tata,nano,1,187023,,great,2021-03-07T08:57:22.225,27375,False,False
renault kwid,2017,petrol,18596,366499,mumbai,1413,hatchback,,climber 1.0 at,mumbai,maharashtra,True,renault,kwid,1,362931,366599.0,great,2021-02-23T13:23:34.903,54975,False,False
toyota etios,2011,petrol,37505,256999,mumbai,2108,sedan,manual,vx,mumbai west,maharashtra,True,toyota,etios,1,246836,257099.0,great,2021-01-30T06:24:24.059,38550,False,False
maruti wagon r 1.0,2013,petrol,13688,344699,mumbai,629,hatchback,manual,lxi,mumbai west,maharashtra,True,maruti,wagon r 1.0,1,320664,,great,2021-03-10T06:59:03.845,51705,False,False
maruti swift dzire,2008,petrol,16352,241599,mumbai,743,sedan,manual,vxi 1.3,mumbai east,maharashtra,True,maruti,swift dzire,1,215091,,good,2021-03-24T12:28:24.357,36240,False,False
hyundai xcent,2015,petrol,26161,414299,mumbai,3017,sedan,automatic,sx at 1.2 opt,mumbai,maharashtra,True,hyundai,xcent,1,424484,414399.0,great,2021-02-07T16:02:09.725,62145,False,False
honda brio,2013,petrol,20609,332599,mumbai,717,hatchback,manual,1.2 s mt i vtec,mumbai west,maharashtra,True,honda,brio,1,271673,,great,2021-03-26T08:18:37.693,49890,False,False
maruti wagon r 1.0,2015,petrol,9357,354699,mumbai,556,hatchback,manual,vxi,mumbai,maharashtra,True,maruti,wagon r 1.0,1,345952,,great,2021-03-04T11:55:50.533,53205,False,False
